ID,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Season,Review Rating,Previous Purchases,Frequency of Purchases,Height,Breadth,Length,Vendor Name,Vendor Ratings,Warehouse Name,Profit Margins (%)
409,Male,Boots,Footwear,35,Idaho,M,Summer,4.9,14,Fortnightly,9,11,14,Vendor G,3.0,Warehouse E,28.65
410,Male,Shorts,Clothing,60,Missouri,L,Fall,3.0,50,Every 3 Months,13,49,24,Vendor F,4.8,Warehouse E,7.99
411,Male,Sneakers,Footwear,52,Louisiana,L,Spring,4.9,15,Bi-Weekly,11,13,26,Vendor C,3.3,Warehouse E,38.47
412,Male,Skirt,Clothing,36,Illinois,M,Fall,2.6,20,Quarterly,17,20,25,Vendor A,2.2,Warehouse A,37.58
413,Female,Sandals,Footwear,52,Minnesota,M,Spring,3.5,12,Every 3 Months,5,35,13,Vendor C,3.3,Warehouse E,15.35
414,Male,Shoes,Footwear,83,Iowa,M,Summer,3.3,10,Every 3 Months,19,49,24,Vendor D,2.6,Warehouse E,35.91
415,Male,Sandals,Footwear,61,South Carolina,M,Summer,2.7,18,Annually,14,30,37,Vendor H,3.9,Warehouse E,26.76
416,Male,Hat,Accessories,77,Montana,M,Winter,4.8,8,Monthly,7,23,41,Vendor G,3.0,Warehouse E,27.11
417,Male,Dress,Clothing,36,Rhode Island,L,Fall,2.7,20,Bi-Weekly,19,28,45,Vendor F,4.8,Warehouse E,11.15
418,Male,Sneakers,Footwear,78,New Mexico,L,Summer,4.4,8,Bi-Weekly,18,34,33,Vendor C,3.3,Warehouse E,27.58
419,Male,Dress,Clothing,95,Connecticut,S,Fall,5.0,3,Quarterly,10,50,25,Vendor D,2.6,Warehouse E,14.61
420,Female,Handbag,Accessories,85,Massachusetts,L,Summer,4.8,13,Monthly,20,35,10,Vendor H,3.9,Warehouse E,39.31
421,Male,Shoes,Footwear,47,Maine,S,Winter,3.4,20,Fortnightly,17,27,28,Vendor E,1.5,Warehouse E,7.76
422,Male,Sweater,Clothing,36,Vermont,L,Fall,3.8,26,Quarterly,14,20,27,Vendor B,4.4,Warehouse C,9.43
423,Female,Backpack,Accessories,58,California,XL,Summer,3.5,24,Quarterly,13,34,39,Vendor E,1.5,Warehouse E,39.82
424,Male,Shirt,Clothing,91,Illinois,M,Spring,3.4,46,Weekly,10,18,21,Vendor G,3.0,Warehouse A,40.3
425,Female,Belt,Accessories,33,New Jersey,L,Spring,2.9,24,Quarterly,9,44,13,Vendor G,3.0,Warehouse E,45.0
426,Male,Pants,Clothing,88,Utah,L,Summer,4.0,36,Monthly,17,13,18,Vendor F,4.8,Warehouse E,24.84
427,Male,Hoodie,Clothing,54,Missouri,M,Summer,4.2,29,Monthly,17,29,35,Vendor G,3.0,Warehouse E,25.53
428,Male,Hat,Accessories,43,Delaware,S,Summer,4.2,32,Monthly,16,27,33,Vendor A,2.2,Warehouse E,28.57
429,Female,Sneakers,Footwear,27,North Carolina,XL,Spring,4.6,11,Weekly,9,29,12,Vendor G,3.0,Warehouse E,9.04
430,Female,Boots,Footwear,55,Massachusetts,L,Winter,4.2,34,Fortnightly,18,39,20,Vendor B,4.4,Warehouse E,37.87
431,Male,Jewelry,Accessories,90,Ohio,L,Summer,2.8,11,Monthly,5,46,35,Vendor E,1.5,Warehouse E,16.84
432,Male,Skirt,Clothing,96,Arizona,S,Fall,2.9,8,Monthly,15,16,46,Vendor C,3.3,Warehouse E,20.6
433,Male,Boots,Footwear,45,Florida,M,Spring,2.9,21,Annually,17,29,32,Vendor G,3.0,Warehouse E,37.79
434,Male,Shorts,Clothing,33,West Virginia,L,Winter,3.1,23,Bi-Weekly,8,50,43,Vendor A,2.2,Warehouse E,29.38
435,Male,Blouse,Clothing,57,California,L,Summer,4.4,41,Every 3 Months,9,25,30,Vendor A,2.2,Warehouse E,36.09
436,Female,Hat,Accessories,79,Mississippi,M,Fall,4.0,19,Weekly,6,13,24,Vendor C,3.3,Warehouse E,31.92
437,Male,Shirt,Clothing,97,Arkansas,XL,Summer,4.9,28,Annually,19,20,49,Vendor F,4.8,Warehouse E,23.21
438,Male,Backpack,Accessories,37,Nebraska,XL,Spring,3.1,34,Every 3 Months,9,30,31,Vendor E,1.5,Warehouse E,42.68
439,Female,Sneakers,Footwear,74,Vermont,M,Fall,4.1,3,Bi-Weekly,19,31,41,Vendor B,4.4,Warehouse C,24.09
440,Male,Jacket,Outerwear,96,Hawaii,M,Fall,4.3,39,Every 3 Months,13,50,43,Vendor A,2.2,Warehouse B,13.68
441,Female,Hoodie,Clothing,20,Rhode Island,XL,Winter,4.8,37,Weekly,6,27,23,Vendor C,3.3,Warehouse E,20.24
442,Male,Sunglasses,Accessories,78,Missouri,M,Fall,4.1,5,Quarterly,20,17,27,Vendor F,4.8,Warehouse E,41.13
443,Male,Belt,Accessories,40,Iowa,M,Fall,3.1,10,Fortnightly,20,13,22,Vendor E,1.5,Warehouse E,36.54
444,Female,Gloves,Accessories,90,Delaware,XL,Winter,2.5,16,Bi-Weekly,6,48,26,Vendor A,2.2,Warehouse E,35.81
445,Male,Boots,Footwear,79,Kansas,L,Summer,4.2,7,Monthly,13,50,25,Vendor C,3.3,Warehouse E,44.23
446,Female,Sunglasses,Accessories,76,Maine,L,Winter,2.6,28,Bi-Weekly,18,32,25,Vendor E,1.5,Warehouse E,44.99
447,Male,Sweater,Clothing,86,Nevada,M,Spring,3.1,50,Annually,18,49,47,Vendor C,3.3,Warehouse E,17.07
448,Male,Pants,Clothing,24,New Jersey,M,Summer,3.3,17,Every 3 Months,13,43,31,Vendor A,2.2,Warehouse E,13.43
449,Male,Jewelry,Accessories,91,Nevada,L,Fall,4.2,26,Weekly,11,13,28,Vendor E,1.5,Warehouse E,42.79
450,Male,Sweater,Clothing,59,Utah,M,Fall,3.5,26,Annually,17,30,33,Vendor F,4.8,Warehouse E,5.17
451,Female,Shoes,Footwear,85,Wisconsin,L,Winter,3.9,28,Quarterly,15,14,28,Vendor F,4.8,Warehouse E,22.79
452,Female,Hat,Accessories,46,Ohio,M,Winter,4.1,24,Quarterly,6,42,43,Vendor B,4.4,Warehouse E,28.48
453,Female,Coat,Outerwear,28,Idaho,S,Spring,4.2,5,Weekly,7,22,28,Vendor E,1.5,Warehouse E,29.88
454,Female,Blouse,Clothing,66,Virginia,M,Winter,4.0,22,Annually,18,13,41,Vendor H,3.9,Warehouse E,18.46
455,Male,Sandals,Footwear,94,Washington,M,Winter,4.1,21,Fortnightly,11,42,46,Vendor C,3.3,Warehouse E,9.64
456,Female,Shirt,Clothing,44,Virginia,M,Spring,3.4,37,Monthly,11,10,46,Vendor H,3.9,Warehouse E,44.21
457,Male,Sneakers,Footwear,71,North Dakota,L,Summer,3.7,30,Annually,9,20,47,Vendor C,3.3,Warehouse E,25.65
458,Female,Sandals,Footwear,39,Mississippi,M,Spring,4.6,33,Weekly,17,32,28,Vendor F,4.8,Warehouse E,35.21
459,Male,Hat,Accessories,53,Kentucky,S,Summer,4.6,45,Weekly,13,42,36,Vendor G,3.0,Warehouse E,20.63
460,Female,Shoes,Footwear,70,Iowa,XL,Summer,4.4,28,Bi-Weekly,19,13,38,Vendor H,3.9,Warehouse E,21.68
461,Female,Dress,Clothing,93,Utah,S,Spring,3.8,35,Monthly,12,21,25,Vendor C,3.3,Warehouse E,16.45
462,Male,Sandals,Footwear,45,Michigan,M,Winter,2.5,47,Annually,11,26,48,Vendor A,2.2,Warehouse E,19.32
463,Female,Backpack,Accessories,22,North Carolina,M,Spring,3.4,26,Weekly,17,43,37,Vendor D,2.6,Warehouse E,43.55
464,Male,Shoes,Footwear,84,Maine,M,Spring,4.9,16,Every 3 Months,18,47,20,Vendor E,1.5,Warehouse E,8.42
465,Male,Belt,Accessories,80,Maryland,M,Spring,4.9,47,Weekly,6,37,39,Vendor A,2.2,Warehouse E,30.71
466,Male,Sandals,Footwear,63,New Mexico,M,Fall,2.8,37,Every 3 Months,14,11,24,Vendor G,3.0,Warehouse E,41.52
467,Female,Sunglasses,Accessories,51,Nevada,M,Fall,4.8,18,Fortnightly,11,32,29,Vendor F,4.8,Warehouse E,49.8
468,Male,Shoes,Footwear,49,North Dakota,S,Summer,3.0,34,Quarterly,14,28,13,Vendor G,3.0,Warehouse E,49.77
469,Male,Skirt,Clothing,87,Vermont,M,Fall,4.7,15,Weekly,16,31,43,Vendor G,3.0,Warehouse C,34.67
470,Male,Coat,Outerwear,93,Georgia,L,Summer,4.6,38,Fortnightly,17,37,40,Vendor E,1.5,Warehouse E,24.26
471,Male,Jewelry,Accessories,31,North Carolina,L,Winter,4.7,16,Monthly,7,42,19,Vendor B,4.4,Warehouse E,34.21
472,Male,Shirt,Clothing,29,Connecticut,L,Summer,2.8,2,Fortnightly,17,22,33,Vendor D,2.6,Warehouse E,46.78
473,Male,Scarf,Accessories,38,Indiana,S,Fall,3.2,18,Weekly,9,34,32,Vendor H,3.9,Warehouse E,20.75
474,Male,Sneakers,Footwear,27,New Mexico,XL,Spring,4.0,12,Fortnightly,16,45,50,Vendor D,2.6,Warehouse E,41.68
475,Male,Gloves,Accessories,41,New Hampshire,M,Spring,3.4,12,Quarterly,11,48,14,Vendor A,2.2,Warehouse E,40.74
476,Male,Jewelry,Accessories,76,South Dakota,M,Winter,2.5,42,Bi-Weekly,11,27,11,Vendor G,3.0,Warehouse E,23.52
477,Female,Boots,Footwear,25,Virginia,M,Winter,2.7,49,Quarterly,10,50,20,Vendor B,4.4,Warehouse E,44.75
478,Female,Shirt,Clothing,24,Oklahoma,XL,Winter,4.5,38,Every 3 Months,5,15,18,Vendor B,4.4,Warehouse E,13.46
479,Male,Handbag,Accessories,49,Ohio,L,Winter,3.3,30,Monthly,15,22,50,Vendor H,3.9,Warehouse E,49.08
480,Male,Sunglasses,Accessories,79,Arizona,L,Winter,2.7,43,Weekly,17,43,49,Vendor H,3.9,Warehouse E,27.44
481,Male,Boots,Footwear,76,Oregon,M,Winter,4.2,25,Bi-Weekly,15,12,26,Vendor A,2.2,Warehouse E,22.81
482,Male,Handbag,Accessories,39,Oklahoma,M,Spring,4.5,29,Monthly,14,34,46,Vendor G,3.0,Warehouse E,33.55
483,Male,Sweater,Clothing,64,Idaho,L,Winter,2.9,42,Fortnightly,15,36,23,Vendor E,1.5,Warehouse E,12.22
484,Male,Handbag,Accessories,21,Nevada,S,Spring,4.7,30,Fortnightly,6,25,26,Vendor A,2.2,Warehouse E,35.46
485,Male,Jewelry,Accessories,53,Louisiana,M,Spring,4.5,19,Fortnightly,6,46,26,Vendor H,3.9,Warehouse E,14.09
486,Male,Coat,Outerwear,44,South Carolina,M,Fall,2.9,1,Quarterly,20,49,43,Vendor D,2.6,Warehouse E,39.89
487,Male,Jewelry,Accessories,43,Kansas,XL,Winter,3.2,48,Annually,15,34,33,Vendor F,4.8,Warehouse E,29.62
488,Male,Jacket,Outerwear,45,Washington,M,Winter,3.3,3,Quarterly,10,31,19,Vendor F,4.8,Warehouse E,43.19
489,Female,Shorts,Clothing,80,Rhode Island,M,Spring,4.9,11,Weekly,15,34,24,Vendor F,4.8,Warehouse E,7.41
490,Female,Shirt,Clothing,44,Arkansas,L,Summer,2.9,28,Every 3 Months,17,41,29,Vendor A,2.2,Warehouse E,17.71
491,Male,Socks,Clothing,85,North Dakota,L,Winter,3.4,28,Bi-Weekly,5,45,37,Vendor G,3.0,Warehouse E,40.36
492,Male,Sunglasses,Accessories,67,Hawaii,M,Summer,3.6,24,Annually,18,45,15,Vendor A,2.2,Warehouse B,38.94
493,Male,Hat,Accessories,29,Pennsylvania,XL,Spring,3.4,1,Monthly,17,47,21,Vendor F,4.8,Warehouse E,24.16
494,Male,Shorts,Clothing,26,Missouri,M,Fall,4.0,40,Annually,12,42,30,Vendor D,2.6,Warehouse E,26.26
495,Male,Shorts,Clothing,62,Arizona,XL,Spring,4.7,27,Fortnightly,6,15,49,Vendor F,4.8,Warehouse E,33.48
496,Male,Skirt,Clothing,33,Colorado,XL,Spring,4.8,3,Fortnightly,14,11,21,Vendor C,3.3,Warehouse E,41.02
497,Male,Belt,Accessories,72,Idaho,M,Fall,4.4,5,Every 3 Months,10,34,39,Vendor B,4.4,Warehouse E,10.11
498,Male,Shoes,Footwear,29,Nebraska,L,Summer,2.9,12,Bi-Weekly,17,21,44,Vendor E,1.5,Warehouse E,27.73
499,Male,Skirt,Clothing,44,Arizona,L,Summer,4.6,26,Annually,8,27,10,Vendor C,3.3,Warehouse E,36.68
500,Female,Hoodie,Clothing,84,New Mexico,M,Spring,3.4,5,Fortnightly,8,25,40,Vendor G,3.0,Warehouse E,33.82
501,Male,Skirt,Clothing,25,New Hampshire,L,Fall,2.6,47,Every 3 Months,14,16,19,Vendor E,1.5,Warehouse E,42.42
502,Female,Belt,Accessories,31,Wyoming,M,Fall,4.0,4,Annually,7,10,48,Vendor D,2.6,Warehouse E,33.74
503,Male,Shirt,Clothing,85,Montana,M,Fall,3.2,49,Quarterly,20,14,36,Vendor B,4.4,Warehouse E,12.3
504,Female,Sneakers,Footwear,25,Alaska,L,Spring,4.1,10,Fortnightly,6,20,44,Vendor A,2.2,Warehouse E,35.69
505,Female,Shoes,Footwear,38,Maine,XL,Spring,4.5,7,Fortnightly,20,49,33,Vendor A,2.2,Warehouse E,39.98
506,Male,Jacket,Outerwear,50,Idaho,M,Summer,3.4,31,Monthly,19,18,18,Vendor F,4.8,Warehouse E,10.18
507,Male,Coat,Outerwear,85,New York,M,Fall,4.5,26,Monthly,14,20,25,Vendor F,4.8,Warehouse E,5.48
508,Male,Sneakers,Footwear,31,Delaware,XL,Fall,4.0,30,Monthly,20,21,12,Vendor G,3.0,Warehouse E,6.32
509,Male,Gloves,Accessories,72,Florida,L,Fall,4.5,4,Quarterly,17,26,19,Vendor E,1.5,Warehouse E,6.16
510,Male,Belt,Accessories,61,Kentucky,M,Summer,3.9,42,Annually,12,19,13,Vendor H,3.9,Warehouse E,43.3
511,Male,Shoes,Footwear,70,Georgia,L,Fall,3.2,13,Bi-Weekly,6,32,50,Vendor C,3.3,Warehouse E,37.08
512,Male,Hat,Accessories,89,Alaska,L,Fall,3.9,48,Fortnightly,9,13,27,Vendor D,2.6,Warehouse E,33.71
513,Male,Backpack,Accessories,68,Arizona,L,Summer,3.7,33,Annually,6,24,45,Vendor E,1.5,Warehouse E,16.02
514,Female,Sandals,Footwear,66,Alaska,L,Spring,2.7,26,Every 3 Months,5,46,23,Vendor D,2.6,Warehouse E,22.22
515,Female,Jacket,Outerwear,57,Wyoming,M,Spring,4.9,49,Monthly,19,41,18,Vendor H,3.9,Warehouse E,24.95
516,Male,Belt,Accessories,81,New Jersey,M,Spring,4.1,26,Quarterly,17,30,37,Vendor E,1.5,Warehouse E,5.25
517,Female,Hoodie,Clothing,53,Alaska,M,Summer,4.7,30,Quarterly,6,24,12,Vendor E,1.5,Warehouse E,35.4
518,Male,Shirt,Clothing,94,Wyoming,M,Fall,2.5,47,Weekly,14,31,37,Vendor H,3.9,Warehouse E,24.98
519,Male,Jeans,Clothing,97,California,XL,Fall,5.0,5,Quarterly,15,43,43,Vendor G,3.0,Warehouse E,38.99
520,Male,T-shirt,Clothing,60,Indiana,M,Winter,4.2,44,Annually,12,48,29,Vendor H,3.9,Warehouse E,25.37
521,Male,Backpack,Accessories,94,Missouri,M,Spring,3.1,15,Quarterly,7,25,36,Vendor F,4.8,Warehouse E,48.44
522,Male,Boots,Footwear,21,Connecticut,L,Summer,2.7,19,Monthly,19,25,32,Vendor F,4.8,Warehouse E,45.5
523,Male,Jeans,Clothing,36,Maine,S,Winter,4.0,28,Annually,16,38,40,Vendor A,2.2,Warehouse E,38.71
524,Male,Hat,Accessories,47,Virginia,M,Winter,3.1,27,Every 3 Months,18,35,30,Vendor H,3.9,Warehouse E,41.15
525,Male,Dress,Clothing,48,Wyoming,S,Fall,4.1,14,Weekly,5,45,48,Vendor D,2.6,Warehouse E,29.29
526,Male,Shorts,Clothing,50,California,XL,Spring,3.7,50,Weekly,6,20,48,Vendor E,1.5,Warehouse E,22.08
527,Male,Jacket,Outerwear,40,Utah,S,Winter,4.2,6,Annually,10,12,47,Vendor F,4.8,Warehouse E,34.62
528,Female,Blouse,Clothing,87,Washington,M,Summer,4.2,47,Bi-Weekly,18,40,33,Vendor E,1.5,Warehouse E,42.55
529,Male,Sweater,Clothing,72,Kentucky,M,Winter,4.2,20,Weekly,13,45,34,Vendor E,1.5,Warehouse E,17.27
530,Female,T-shirt,Clothing,73,Ohio,XL,Winter,2.5,10,Monthly,17,49,11,Vendor E,1.5,Warehouse E,33.53
531,Female,Socks,Clothing,24,Missouri,L,Spring,4.8,32,Monthly,18,18,44,Vendor C,3.3,Warehouse E,21.28
532,Female,Belt,Accessories,65,Idaho,M,Fall,3.5,16,Annually,17,20,23,Vendor H,3.9,Warehouse E,18.13
533,Male,Handbag,Accessories,80,West Virginia,M,Fall,5.0,12,Annually,5,20,50,Vendor F,4.8,Warehouse E,35.93
534,Male,Pants,Clothing,97,California,S,Winter,4.9,2,Quarterly,12,39,22,Vendor F,4.8,Warehouse E,23.29
535,Male,Sandals,Footwear,80,Wisconsin,M,Winter,4.4,16,Monthly,19,19,27,Vendor C,3.3,Warehouse E,24.79
536,Female,Sunglasses,Accessories,71,New Mexico,M,Summer,3.1,18,Quarterly,13,32,48,Vendor D,2.6,Warehouse E,6.26
537,Male,Gloves,Accessories,94,New York,XL,Spring,4.5,14,Fortnightly,12,24,42,Vendor G,3.0,Warehouse E,29.71
538,Male,Jacket,Outerwear,46,Wisconsin,S,Winter,4.4,5,Every 3 Months,13,23,10,Vendor H,3.9,Warehouse E,46.67
539,Female,Dress,Clothing,54,Tennessee,L,Spring,3.4,35,Weekly,19,31,38,Vendor F,4.8,Warehouse E,38.3
540,Male,Backpack,Accessories,25,Montana,L,Spring,2.9,32,Fortnightly,19,48,37,Vendor C,3.3,Warehouse E,24.77
541,Female,Belt,Accessories,82,West Virginia,M,Fall,4.1,47,Monthly,19,47,30,Vendor H,3.9,Warehouse E,12.57
542,Female,Blouse,Clothing,67,Idaho,L,Fall,3.9,40,Every 3 Months,18,14,19,Vendor G,3.0,Warehouse E,46.86
543,Male,Coat,Outerwear,28,Maine,L,Winter,4.6,1,Every 3 Months,20,13,10,Vendor D,2.6,Warehouse E,7.28
544,Male,Belt,Accessories,41,Hawaii,L,Spring,2.5,39,Monthly,13,50,36,Vendor B,4.4,Warehouse B,23.51
545,Female,Pants,Clothing,78,New Jersey,S,Spring,3.4,2,Bi-Weekly,10,19,26,Vendor C,3.3,Warehouse E,26.19
546,Male,Sandals,Footwear,72,New York,XL,Summer,3.3,24,Every 3 Months,10,37,31,Vendor C,3.3,Warehouse E,16.7
547,Male,Handbag,Accessories,53,West Virginia,M,Summer,4.5,5,Quarterly,13,30,33,Vendor F,4.8,Warehouse E,36.63
548,Male,Sunglasses,Accessories,42,West Virginia,M,Winter,2.7,24,Quarterly,12,46,25,Vendor G,3.0,Warehouse E,19.62
549,Male,Socks,Clothing,29,Kentucky,M,Summer,3.5,48,Quarterly,13,34,45,Vendor A,2.2,Warehouse E,38.68
550,Male,Jeans,Clothing,30,Oregon,L,Summer,4.4,17,Every 3 Months,11,13,48,Vendor H,3.9,Warehouse E,40.76
551,Male,Shorts,Clothing,52,Vermont,L,Spring,3.1,30,Every 3 Months,13,20,45,Vendor G,3.0,Warehouse C,33.5
552,Male,Skirt,Clothing,72,Missouri,XL,Winter,3.3,3,Weekly,19,34,31,Vendor B,4.4,Warehouse E,19.51
553,Male,Scarf,Accessories,77,New Hampshire,S,Spring,3.6,44,Annually,11,17,50,Vendor B,4.4,Warehouse E,37.69
554,Male,Skirt,Clothing,25,Arkansas,L,Spring,2.8,14,Bi-Weekly,9,14,24,Vendor C,3.3,Warehouse E,45.35
555,Male,Sunglasses,Accessories,21,Maine,M,Winter,2.9,8,Annually,5,19,28,Vendor D,2.6,Warehouse E,25.4
556,Male,Shirt,Clothing,91,Idaho,M,Winter,4.9,34,Monthly,13,20,43,Vendor D,2.6,Warehouse E,27.27
557,Female,Sweater,Clothing,85,North Carolina,L,Fall,5.0,28,Bi-Weekly,5,13,18,Vendor H,3.9,Warehouse E,30.59
558,Female,Jacket,Outerwear,32,Arkansas,S,Fall,4.4,20,Annually,11,14,43,Vendor H,3.9,Warehouse E,42.65
559,Male,Hoodie,Clothing,27,Kansas,XL,Summer,3.0,41,Annually,8,21,14,Vendor C,3.3,Warehouse E,29.37
560,Male,Sweater,Clothing,24,Illinois,L,Summer,3.9,24,Monthly,20,25,20,Vendor A,2.2,Warehouse A,20.18
561,Female,Hoodie,Clothing,67,Arkansas,M,Winter,3.5,37,Monthly,20,14,12,Vendor H,3.9,Warehouse E,15.77
562,Male,Blouse,Clothing,21,Hawaii,L,Summer,4.7,41,Quarterly,6,42,50,Vendor A,2.2,Warehouse B,43.92
563,Male,Handbag,Accessories,78,Alabama,M,Summer,4.4,1,Annually,14,45,34,Vendor D,2.6,Warehouse E,44.81
564,Female,T-shirt,Clothing,71,Louisiana,L,Winter,3.5,4,Weekly,12,11,37,Vendor H,3.9,Warehouse E,42.79
565,Female,Coat,Outerwear,99,Idaho,XL,Summer,2.6,49,Monthly,15,18,40,Vendor C,3.3,Warehouse E,43.72
566,Male,Jewelry,Accessories,40,Connecticut,M,Winter,4.8,25,Quarterly,20,11,32,Vendor B,4.4,Warehouse E,13.76
567,Male,T-shirt,Clothing,45,Nebraska,XL,Winter,4.6,19,Bi-Weekly,9,35,50,Vendor C,3.3,Warehouse E,47.2
568,Male,Jeans,Clothing,29,Michigan,M,Summer,2.8,15,Annually,10,15,18,Vendor E,1.5,Warehouse E,34.22
569,Male,Sweater,Clothing,44,Wisconsin,XL,Fall,2.9,49,Weekly,12,20,33,Vendor F,4.8,Warehouse E,49.27
570,Male,Dress,Clothing,32,Alabama,M,Fall,3.7,39,Monthly,9,18,50,Vendor H,3.9,Warehouse E,34.47
571,Male,Jacket,Outerwear,29,Missouri,M,Summer,4.0,49,Bi-Weekly,19,46,15,Vendor C,3.3,Warehouse E,42.87
572,Male,Boots,Footwear,56,Alaska,M,Summer,3.2,32,Weekly,5,16,11,Vendor F,4.8,Warehouse E,34.4
573,Male,Shoes,Footwear,89,Colorado,L,Summer,4.6,19,Weekly,11,14,42,Vendor H,3.9,Warehouse E,30.24
574,Male,Boots,Footwear,85,Georgia,S,Fall,3.4,24,Every 3 Months,14,10,13,Vendor E,1.5,Warehouse E,30.63
575,Male,Shirt,Clothing,85,South Carolina,S,Summer,4.3,42,Annually,15,45,10,Vendor G,3.0,Warehouse E,42.47
576,Female,Shoes,Footwear,26,Alabama,XL,Fall,2.6,43,Bi-Weekly,14,50,28,Vendor F,4.8,Warehouse E,9.69
577,Male,Socks,Clothing,35,Texas,M,Spring,4.1,27,Monthly,5,48,22,Vendor F,4.8,Warehouse D,8.13
578,Male,Boots,Footwear,36,Maine,M,Fall,4.0,44,Quarterly,14,26,48,Vendor D,2.6,Warehouse E,48.5
579,Male,Socks,Clothing,67,Oklahoma,L,Winter,4.8,35,Quarterly,17,33,22,Vendor H,3.9,Warehouse E,45.03
580,Male,Sunglasses,Accessories,63,Washington,S,Spring,4.8,24,Weekly,17,25,17,Vendor F,4.8,Warehouse E,29.82
581,Male,Pants,Clothing,51,Vermont,L,Summer,2.9,47,Bi-Weekly,20,20,23,Vendor H,3.9,Warehouse C,23.02
582,Male,Sweater,Clothing,41,Louisiana,XL,Spring,4.8,37,Bi-Weekly,10,43,28,Vendor A,2.2,Warehouse E,20.64
583,Male,Jewelry,Accessories,62,New York,M,Fall,3.2,45,Bi-Weekly,7,44,14,Vendor G,3.0,Warehouse E,16.43
584,Female,Sweater,Clothing,20,Oklahoma,M,Spring,3.9,14,Fortnightly,13,12,15,Vendor C,3.3,Warehouse E,5.52
585,Male,Scarf,Accessories,58,Washington,M,Spring,2.7,13,Every 3 Months,9,23,18,Vendor H,3.9,Warehouse E,21.91
586,Female,Belt,Accessories,52,Missouri,L,Fall,3.2,31,Monthly,9,41,41,Vendor B,4.4,Warehouse E,46.46
587,Female,Gloves,Accessories,25,Delaware,L,Spring,4.7,19,Annually,6,44,44,Vendor C,3.3,Warehouse E,23.25
588,Female,Pants,Clothing,50,Wyoming,M,Winter,5.0,21,Bi-Weekly,8,19,28,Vendor A,2.2,Warehouse E,23.26
589,Male,Handbag,Accessories,37,Delaware,M,Fall,3.6,23,Quarterly,7,16,49,Vendor H,3.9,Warehouse E,18.81
590,Male,Hoodie,Clothing,38,Georgia,M,Winter,2.9,9,Every 3 Months,15,38,30,Vendor G,3.0,Warehouse E,12.76
591,Male,Sunglasses,Accessories,67,Idaho,M,Winter,3.5,20,Quarterly,8,34,46,Vendor D,2.6,Warehouse E,47.89
592,Female,Socks,Clothing,53,Maine,XL,Winter,4.5,42,Fortnightly,9,16,30,Vendor C,3.3,Warehouse E,21.37
593,Male,Hoodie,Clothing,40,New Hampshire,M,Winter,4.2,19,Quarterly,19,19,29,Vendor E,1.5,Warehouse E,38.39
594,Male,Shirt,Clothing,86,New York,M,Winter,2.8,5,Monthly,20,41,46,Vendor C,3.3,Warehouse E,49.74
595,Male,Shirt,Clothing,38,Wyoming,L,Spring,2.9,10,Annually,17,42,25,Vendor B,4.4,Warehouse E,45.6
596,Male,T-shirt,Clothing,90,New Mexico,M,Summer,4.4,1,Annually,11,50,37,Vendor H,3.9,Warehouse E,35.78
597,Female,Blouse,Clothing,23,Delaware,L,Spring,4.6,45,Quarterly,18,35,40,Vendor E,1.5,Warehouse E,33.29
598,Male,T-shirt,Clothing,62,Arizona,L,Spring,4.9,46,Weekly,5,35,36,Vendor F,4.8,Warehouse E,34.28
599,Female,Skirt,Clothing,78,Connecticut,L,Spring,3.9,44,Every 3 Months,7,13,43,Vendor G,3.0,Warehouse E,45.71
600,Male,Shirt,Clothing,87,Missouri,M,Spring,3.6,25,Weekly,8,23,41,Vendor G,3.0,Warehouse E,13.84
601,Male,Jacket,Outerwear,33,Michigan,S,Spring,3.8,16,Every 3 Months,10,21,22,Vendor G,3.0,Warehouse E,17.26
602,Male,Sweater,Clothing,23,Pennsylvania,M,Winter,4.8,26,Quarterly,20,39,37,Vendor H,3.9,Warehouse E,42.79
603,Male,Sandals,Footwear,28,Texas,M,Summer,4.6,7,Every 3 Months,20,38,50,Vendor A,2.2,Warehouse D,15.37
604,Female,Sandals,Footwear,83,Michigan,S,Fall,2.9,23,Every 3 Months,19,11,21,Vendor F,4.8,Warehouse E,14.91
605,Female,Sandals,Footwear,97,Alaska,M,Fall,3.7,16,Monthly,6,15,39,Vendor E,1.5,Warehouse E,17.87
606,Male,Gloves,Accessories,63,Washington,M,Summer,4.3,47,Every 3 Months,13,40,40,Vendor F,4.8,Warehouse E,49.75
607,Male,Shirt,Clothing,72,Missouri,L,Spring,4.8,28,Annually,9,25,14,Vendor D,2.6,Warehouse E,36.44
608,Male,Backpack,Accessories,93,New Mexico,M,Spring,3.0,6,Annually,6,25,12,Vendor E,1.5,Warehouse E,30.58
609,Female,Sweater,Clothing,40,Idaho,S,Spring,2.7,14,Every 3 Months,10,30,17,Vendor E,1.5,Warehouse E,18.57
610,Male,Belt,Accessories,94,Texas,M,Winter,4.9,8,Bi-Weekly,13,17,36,Vendor F,4.8,Warehouse D,24.88
611,Male,Pants,Clothing,21,Maryland,XL,Fall,3.1,23,Fortnightly,14,35,13,Vendor H,3.9,Warehouse E,8.55
612,Male,Sneakers,Footwear,47,Minnesota,M,Summer,3.0,34,Weekly,9,47,27,Vendor G,3.0,Warehouse E,45.83
613,Female,T-shirt,Clothing,84,Vermont,S,Winter,4.9,7,Annually,19,46,34,Vendor G,3.0,Warehouse C,19.63
